req_per_s,bins,utilization,resp_time
0.5,1,0.07691945862250588,0.171618416488
0.5,3,0.023917134590022784,0.14780664578
0.5,5,0.014696108492126898,0.148094220032
0.5,7,0.010041297525287752,0.140361777897
0.5,9,0.0076972401669619306,0.136352951527
0.5,11,0.00663756540536827,0.144384352001
0.5,13,0.0057084979370254745,0.145256450856
0.5,15,0.005050539607630105,0.148540612941
0.5,17,0.004482764480160556,0.147627369278
0.5,19,0.004142880711678479,0.153445090815
0.5,21,0.0038635202701350797,0.158293295864
0.5,23,0.0035242082855039343,0.156665138548
0.5,25,0.0032293389345125346,0.155568552767
0.5,27,0.003000312785803186,0.155706250033
0.5,29,0.0028387954987759757,0.157449989275
0.5,31,0.0027085007102056026,0.16028563259
0.5,33,0.002512320031547248,0.157195021816
0.5,35,0.002421194886807199,0.159553936214
0.5,37,0.0023471157772747874,0.164053675359
0.5,39,0.0022374912710845106,0.163751086597
0.5,41,0.0021572263536526596,0.166452540102
0.5,43,0.002089471683780429,0.168389802241
0.5,45,0.001976977553142994,0.165346758863
0.5,47,0.0019012212943731455,0.166766909591
0.5,49,0.0018113911623905995,0.164577603571
0.5,51,0.001725776229428086,0.16247903562
0.5,53,0.0016735336714526657,0.161978383244
0.5,55,0.0016185933142530543,0.162079301907
0.5,57,0.0015338092688013507,0.158621731649
0.5,59,0.0014623020911514355,0.155691354774
0.5,61,0.0014202751135313047,0.156153127577
0.5,63,0.0013752368595971465,0.154275060505
0.5,65,0.001373780264807282,0.159544850111
0.5,67,0.0013499689785444824,0.160492550178
0.5,69,0.0013208015648260476,0.162136864058
0.5,71,0.0012727660042422724,0.161007737913
0.5,73,0.0012570181540322602,0.162171726215
0.5,75,0.0012395576270308446,0.163536620949
0.5,77,0.0012038380906246526,0.162510729713
0.5,79,0.0011761964430596313,0.16242660723
0.5,81,0.0011401008090703105,0.160969259107
0.5,83,0.0011070784473704346,0.159925873049
0.5,85,0.00108600864795928,0.160575971012
0.5,87,0.0010682309745966647,0.161209359102
0.5,89,0.0010504266090887197,0.161417512507
0.5,91,0.0010310523075093734,0.162466647763
0.5,93,0.001011011164859331,0.162191599356
0.5,95,0.000998937353635749,0.162563975349
0.5,97,0.0009752122781623927,0.161210602863
0.5,99,0.0009574695740599199,0.161271211842
0.795918367347,1,0.12228006034543286,0.179106063917
0.795918367347,3,0.03946063236293118,0.155784478984
0.795918367347,5,0.022662131205229107,0.145536864484
0.795918367347,7,0.016513705495164243,0.146921214144
0.795918367347,9,0.012877643613875339,0.145939635686
0.795918367347,11,0.010460638861036634,0.145327795955
0.795918367347,13,0.00878265420343548,0.143046850668
0.795918367347,15,0.007968270769354416,0.149991996286
0.795918367347,17,0.006845059882807725,0.144749556063
0.795918367347,19,0.006287659000657233,0.148666019192
0.795918367347,21,0.0059361460105351775,0.155475438655
0.795918367347,23,0.005526636783964172,0.157677715658
0.795918367347,25,0.005035315066071729,0.156769057799
0.795918367347,27,0.004602009134841452,0.153602310533
0.795918367347,29,0.004271196661002618,0.152136756921
0.795918367347,31,0.004004698945704682,0.152265578006
0.795918367347,33,0.0039056450047708267,0.157823610252
0.795918367347,35,0.00369794861582062,0.157327018178
0.795918367347,37,0.0035193958518837955,0.158724250098
0.795918367347,39,0.0033154781140800568,0.156659315983
0.795918367347,41,0.003184462154215026,0.158541039785
0.795918367347,43,0.0030400640685527267,0.158429076046
0.795918367347,45,0.0028742378290704863,0.155622943426
0.795918367347,47,0.0027274065842255576,0.154613172512
0.795918367347,49,0.0026278666440126756,0.155051993253
0.795918367347,51,0.0025191989715604626,0.153999039748
0.795918367347,53,0.0024388018542537385,0.153807025439
0.795918367347,55,0.0023664549702229636,0.154399678299
0.795918367347,57,0.00226821935336312,0.153145014891
0.795918367347,59,0.0022058999226755678,0.154020651185
0.795918367347,61,0.0021342012106275446,0.153865177726
0.795918367347,63,0.002077436016668636,0.153891828024
0.795918367347,65,0.0019943523837517158,0.152037016469
0.795918367347,67,0.0019479125442418712,0.152073785443
0.795918367347,69,0.0019021148857589116,0.153569995869
0.795918367347,71,0.0018498764336711616,0.154201325994
0.795918367347,73,0.0018325921423118028,0.155793198872
0.795918367347,75,0.001790227065062021,0.155779421333
0.795918367347,77,0.0017478068640798914,0.156073528305
0.795918367347,79,0.0017164241340724875,0.156682367333
0.795918367347,81,0.0016723231781987599,0.156207346453
0.795918367347,83,0.0016488243725654192,0.157907955328
0.795918367347,85,0.0016176671393827607,0.158613553217
0.795918367347,87,0.001596132807498153,0.159940472967
0.795918367347,89,0.0015636000966638144,0.159746270332
0.795918367347,91,0.0015398029054702364,0.161337231718
0.795918367347,93,0.0014987729296677425,0.159975645979
0.795918367347,95,0.0014677816980321239,0.159165015373
0.795918367347,97,0.0014385769303612967,0.158832617425
0.795918367347,99,0.0014038780822609792,0.157773710296
1.09183673469,1,0.16669698014497109,0.179468899539
1.09183673469,3,0.05472473342966869,0.156703448206
1.09183673469,5,0.03249847838012141,0.149602168259
1.09183673469,7,0.02300303272000494,0.146032190286
1.09183673469,9,0.01799904609782102,0.146198032932
1.09183673469,11,0.014926076571022108,0.148097573037
1.09183673469,13,0.012425467443936206,0.145010479932
1.09183673469,15,0.011049596855788844,0.148563392946
1.09183673469,17,0.009900083096415461,0.150124246624
1.09183673469,19,0.008930503785709582,0.151188193441
1.09183673469,21,0.00816186955444782,0.152777627015
1.09183673469,23,0.007556365922337667,0.154329119945
1.09183673469,25,0.007042512570994051,0.156742830136
1.09183673469,27,0.0064425841068801604,0.154205738495
1.09183673469,29,0.0060452215702361265,0.154908713531
1.09183673469,31,0.005660927301941766,0.154654024614
1.09183673469,33,0.0052355521955038484,0.151770634433
1.09183673469,35,0.004912491212926061,0.150016435419
1.09183673469,37,0.004643420434593762,0.150480750585
1.09183673469,39,0.0043925434573639215,0.149091017012
1.09183673469,41,0.004229157795756896,0.151812534698
1.09183673469,43,0.004075046170968277,0.152919169466
1.09183673469,45,0.003906062020365985,0.152713173258
1.09183673469,47,0.003764076366083978,0.153927122536
1.09183673469,49,0.003673259085145119,0.156555179146
1.09183673469,51,0.00348853065001713,0.154112972826
1.09183673469,53,0.0033449477707672157,0.152424490664
1.09183673469,55,0.0032368547562471903,0.152713064427
1.09183673469,57,0.0030898445791610225,0.150898057744
1.09183673469,59,0.002984963999100541,0.150713916655
1.09183673469,61,0.002887809504358062,0.150737272659
1.09183673469,63,0.002787314776992462,0.149923345236
1.09183673469,65,0.002695002530833546,0.149054060595
1.09183673469,67,0.00265770595213413,0.150709696412
1.09183673469,69,0.0025847020812258844,0.151512119805
1.09183673469,71,0.002485076908425254,0.150281792653
1.09183673469,73,0.0024506014080320597,0.151409110818
1.09183673469,75,0.0023840353139958064,0.150732102606
1.09183673469,77,0.0023353825745366166,0.151688862713
1.09183673469,79,0.002293532786088016,0.15217930403
1.09183673469,81,0.0022338082833371917,0.151765863248
1.09183673469,83,0.0022090915689724415,0.153872078078
1.09183673469,85,0.0021594836955451334,0.154202674955
1.09183673469,87,0.0021175052427472594,0.154216043219
1.09183673469,89,0.002077544935484056,0.154685686182
1.09183673469,91,0.0020665957546562664,0.157831920001
1.09183673469,93,0.002018750694623774,0.157358598594
1.09183673469,95,0.0019844489166374337,0.157130637864
1.09183673469,97,0.0019290196060544904,0.155708456352
1.09183673469,99,0.0018795279393672732,0.154559920969
1.38775510204,1,0.21231306504964473,0.187285469616
1.38775510204,3,0.07084025636559466,0.161542067631
1.38775510204,5,0.04227248388050192,0.154656055029
1.38775510204,7,0.029746482382451644,0.149222688352
1.38775510204,9,0.022831373851999567,0.146446630151
1.38775510204,11,0.01898574162876757,0.148083985721
